# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 174 6.9619039636e-10 1.1963701962e-13 -5.4849792356e-12 0.0000000000e+00 2.3192536525e-12 4.5037929354e-13 -2.1630251693e-15
 175 6.9976254293e-10 1.1807384961e-13 -5.4054404062e-12 0.0000000000e+00 2.2805484354e-12 4.4421531229e-13 -2.0999512189e-15
 176 7.0327718765e-10 1.1650930390e-13 -5.3225897205e-12 0.0000000000e+00 2.2426693959e-12 4.3812236115e-13 -2.0332993397e-15
 177 7.0673440269e-10 1.1494949286e-13 -5.2364557806e-12 0.0000000000e+00 2.2055988978e-12 4.3213063404e-13 -1.9650641133e-15
 178 7.1013430474e-10 1.1340076197e-13 -5.1470702141e-12 0.0000000000e+00 2.1693165778e-12 4.2627144197e-13 -1.8973330224e-15
 179 7.1347705567e-10 1.1186969481e-13 -5.0544677188e-12 0.0000000000e+00 2.1337992960e-12 4.2057722712e-13 -1.8322877645e-15
 180 7.1676286319e-10 1.1036311602e-13 -4.9586861075e-12 0.0000000000e+00 2.0990210855e-12 4.1508157690e-13 -1.7722055662e-15
 181 7.1999142404e-10 1.0888704720e-13 -4.8597371286e-12 0.0000000000e+00 2.0649568356e-12 4.0980856372e-13 -1.7188742363e-15
 182 7.2316020318e-10 1.0744347580e-13 -4.7575162550e-12 0.0000000000e+00 2.0315937718e-12 4.0473979271e-13 -1.6717828722e-15
 183 7.2626601948e-10 1.0603333595e-13 -4.6518858326e-12 0.0000000000e+00 1.9989207891e-12 3.9984476979e-13 -1.6297903038e-15
 184 7.2930558952e-10 1.0465753174e-13 -4.5427036018e-12 0.0000000000e+00 1.9669247651e-12 3.9509131720e-13 -1.5916976840e-15
 185 7.3227552618e-10 1.0331693646e-13 -4.4298226364e-12 0.0000000000e+00 1.9355905224e-12 3.9044554861e-13 -1.5562476668e-15
 186 7.3517233724e-10 1.0201239172e-13 -4.3130912814e-12 0.0000000000e+00 1.9049007934e-12 3.8587184438e-13 -1.5221235860e-15
 187 7.3799242402e-10 1.0074470667e-13 -4.1923530913e-12 0.0000000000e+00 1.8748361829e-12 3.8133282665e-13 -1.4879486334e-15
 188 7.4073207994e-10 9.9514657159e-14 -4.0674467686e-12 0.0000000000e+00 1.8453751321e-12 3.7678933459e-13 -1.4522850374e-15
 189 7.4338839493e-10 9.8323684882e-14 -3.9382581640e-12 0.0000000000e+00 1.8164969797e-12 3.7220931577e-13 -1.4139452680e-15
 190 7.4596204797e-10 9.7176055843e-14 -3.8048808094e-12 0.0000000000e+00 1.7881914801e-12 3.6759530467e-13 -1.3729537101e-15
 191 7.4845472399e-10 9.6076864272e-14 -3.6674674600e-12 0.0000000000e+00 1.7604499379e-12 3.6295898370e-13 -1.3296564574e-15
 192 7.5086822871e-10 9.5031348844e-14 -3.5261792379e-12 0.0000000000e+00 1.7332621498e-12 3.5831245908e-13 -1.2844160585e-15
 193 7.5320449033e-10 9.4044894189e-14 -3.3811857440e-12 0.0000000000e+00 1.7066163778e-12 3.5366826592e-13 -1.2376117379e-15
 194 7.5546556112e-10 9.3123032406e-14 -3.2326651703e-12 0.0000000000e+00 1.6804993239e-12 3.4903937311e-13 -1.1896396174e-15
 195 7.5765361906e-10 9.2271444580e-14 -3.0808044125e-12 0.0000000000e+00 1.6548961034e-12 3.4443918834e-13 -1.1409129369e-15
 196 7.5977096950e-10 9.1495962291e-14 -2.9257991816e-12 0.0000000000e+00 1.6297902193e-12 3.3988156307e-13 -1.0918622759e-15
 197 7.6181928248e-10 9.0802446722e-14 -2.7678203727e-12 0.0000000000e+00 1.6051657706e-12 3.3537973771e-13 -1.0428788244e-15
 198 7.6379723948e-10 9.0196413016e-14 -2.6069102046e-12 0.0000000000e+00 1.5810143124e-12 3.3094308132e-13 -9.9413912961e-16
 199 7.6570271820e-10 8.9683381437e-14 -2.4430787210e-12 0.0000000000e+00 1.5573284461e-12 3.2658012368e-13 -9.4576799325e-16
 200 7.6753354071e-10 8.9268998445e-14 -2.2763368628e-12 0.0000000000e+00 1.5340996103e-12 3.2229959548e-13 -8.9789431940e-16
 201 7.6928747273e-10 8.8959037838e-14 -2.1066964772e-12 0.0000000000e+00 1.5113180619e-12 3.1811042999e-13 -8.5065116061e-16
 202 7.7096222290e-10 8.8759401881e-14 -1.9341703254e-12 0.0000000000e+00 1.4889728564e-12 3.1402176478e-13 -8.0417576381e-16
 203 7.7255544209e-10 8.8676122449e-14 -1.7587720913e-12 0.0000000000e+00 1.4670518294e-12 3.1004294346e-13 -7.5860961617e-16
 204 7.7406472265e-10 8.8715362162e-14 -1.5805163901e-12 0.0000000000e+00 1.4455415768e-12 3.0618351736e-13 -7.1409849108e-16
 205 7.7548811552e-10 8.8883035899e-14 -1.3994225165e-12 0.0000000000e+00 1.4244292965e-12 3.0244943623e-13 -6.7074878283e-16
 206 7.7682572344e-10 8.9183643449e-14 -1.2155259642e-12 0.0000000000e+00 1.4037084971e-12 2.9883131943e-13 -6.2849300740e-16
 207 7.7807821807e-10 8.9621357171e-14 -1.0288677307e-12 0.0000000000e+00 1.3833736526e-12 2.9531536532e-13 -5.8721495572e-16
 208 7.7924633304e-10 9.0200394319e-14 -8.3949066891e-13 0.0000000000e+00 1.3634183638e-12 2.9188707934e-13 -5.4679247987e-16
 209 7.8033086461e-10 9.0925017097e-14 -6.4743950629e-13 0.0000000000e+00 1.3438353444e-12 2.8853126491e-13 -5.0709741484e-16
 210 7.8133267252e-10 9.1799532722e-14 -4.5276086389e-13 0.0000000000e+00 1.3246164070e-12 2.8523201431e-13 -4.6799550021e-16
 211 7.8225268067e-10 9.2828293477e-14 -2.5550327539e-13 0.0000000000e+00 1.3057524493e-12 2.8197269956e-13 -4.2934630185e-16
 212 7.8309187788e-10 9.4015696773e-14 -5.5717206160e-14 0.0000000000e+00 1.2872334402e-12 2.7873596333e-13 -3.9100313368e-16
 213 7.8385131868e-10 9.5366185206e-14 1.4654492767e-13 0.0000000000e+00 1.2690484058e-12 2.7550370977e-13 -3.5281297932e-16
 214 7.8453153031e-10 9.6884260019e-14 3.5121977711e-13 0.0000000000e+00 1.2511869441e-12 2.7226124819e-13 -3.1463670248e-16
 215 7.8513068775e-10 9.8574522393e-14 5.5820548204e-13 0.0000000000e+00 1.2336439105e-12 2.6901005265e-13 -2.7641135136e-16
 216 7.8564631746e-10 1.0044163505e-13 7.6738735800e-13 0.0000000000e+00 1.2164150207e-12 2.6575584279e-13 -2.3809189298e-16
 217 7.8607587922e-10 1.0249030917e-13 9.7864665038e-13 0.0000000000e+00 1.1994953403e-12 2.6250450998e-13 -1.9963127571e-16
 218 7.8641676538e-10 1.0472530452e-13 1.1918604920e-12 0.0000000000e+00 1.1828792748e-12 2.5926211892e-13 -1.6098040394e-16
 219 7.8666630004e-10 1.0715142951e-13 1.4069018606e-12 0.0000000000e+00 1.1665605602e-12 2.5603490944e-13 -1.2208811269e-16
 220 7.8682173828e-10 1.0977354132e-13 1.6236395367e-12 0.0000000000e+00 1.1505322525e-12 2.5282929818e-13 -8.2901142262e-17
 221 7.8688026536e-10 1.1259654594e-13 1.8419380605e-12 0.0000000000e+00 1.1347867178e-12 2.4965188033e-13 -4.3364112823e-17
 222 7.8683899588e-10 1.1562539832e-13 2.0616576904e-12 0.0000000000e+00 1.1193156230e-12 2.4650943129e-13 -3.4194990703e-18
 223 7.8669596280e-10 1.1886487457e-13 2.2826697393e-12 0.0000000000e+00 1.1041110180e-12 2.4340805532e-13 3.6942886350e-17
 224 7.8645315678e-10 1.2231887198e-13 2.5049037753e-12 0.0000000000e+00 1.0891686840e-12 2.4035056653e-13 7.7533839606e-17
 225 7.8611368160e-10 1.2599106397e-13 2.7283033877e-12 0.0000000000e+00 1.0744849823e-12 2.3733894204e-13 1.1810704759e-16
 226 7.8568078355e-10 1.2988512346e-13 2.9528110759e-12 0.0000000000e+00 1.0600557741e-12 2.3437515957e-13 1.5840762104e-16
 227 7.8515785311e-10 1.3400472239e-13 3.1783682439e-12 0.0000000000e+00 1.0458764125e-12 2.3146119710e-13 1.9817200101e-16
 228 7.8454842644e-10 1.3835353130e-13 3.4049151947e-12 0.0000000000e+00 1.0319417360e-12 2.2859903256e-13 2.3712786527e-16
 229 7.8385618702e-10 1.4293521884e-13 3.6323911249e-12 0.0000000000e+00 1.0182460606e-12 2.2579064347e-13 2.7499403478e-16
 230 7.8308496723e-10 1.4775345133e-13 3.8607341194e-12 0.0000000000e+00 1.0047831725e-12 2.2303800663e-13 3.1148038008e-16
 231 7.8223874989e-10 1.5281189233e-13 4.0898811453e-12 0.0000000000e+00 9.9154632130e-13 2.2034309774e-13 3.4628772778e-16
 232 7.8132074226e-10 1.5811415823e-13 4.3197631378e-12 0.0000000000e+00 9.7852912257e-13 2.1770674901e-13 3.7921460500e-16
 233 7.8033053075e-10 1.6366368307e-13 4.5502899275e-12 0.0000000000e+00 9.6572834467e-13 2.1512514357e-13 4.1048502817e-16
 234 7.7926675249e-10 1.6946384445e-13 4.7813643658e-12 0.0000000000e+00 9.5314128111e-13 2.1259310258e-13 4.4044089621e-16
 235 7.7812800659e-10 1.7551800616e-13 5.0128871338e-12 0.0000000000e+00 9.4076485043e-13 2.1010520497e-13 4.6943712634e-16
 236 7.7691285370e-10 1.8182951761e-13 5.2447567258e-12 0.0000000000e+00 9.2859559093e-13 2.0765578453e-13 4.9784179760e-16
 237 7.7561981549e-10 1.8840171328e-13 5.4768694329e-12 0.0000000000e+00 9.1662965544e-13 2.0523892706e-13 5.2603629454e-16
 238 7.7424737416e-10 1.9523791219e-13 5.7091193268e-12 0.0000000000e+00 9.0486280599e-13 2.0284846748e-13 5.5441545080e-16
 239 7.7279397204e-10 2.0234141730e-13 5.9413982432e-12 0.0000000000e+00 8.9329040852e-13 2.0047798698e-13 5.8338769269e-16
 240 7.7125801101e-10 2.0971551503e-13 6.1735957655e-12 0.0000000000e+00 8.8190742764e-13 1.9812081016e-13 6.1337518283e-16
 241 7.6963785212e-10 2.1736347462e-13 6.4055992085e-12 0.0000000000e+00 8.7070842134e-13 1.9577000211e-13 6.4481396377e-16
 242 7.6793218115e-10 2.2528838540e-13 6.6372968065e-12 0.0000000000e+00 8.5968826284e-13 1.9342028808e-13 6.7802104705e-16
 243 7.6614113070e-10 2.3349265866e-13 6.8685875228e-12 0.0000000000e+00 8.4884436494e-13 1.9107394500e-13 7.1278659626e-16
 244 7.6426522412e-10 2.4197849502e-13 7.0993717931e-12 0.0000000000e+00 8.3817457800e-13 1.8873525549e-13 7.4875771731e-16
 245 7.6230501558e-10 2.5074804308e-13 7.3295483637e-12 0.0000000000e+00 8.2767647093e-13 1.8640861804e-13 7.8556919937e-16
 246 7.6026109044e-10 2.5980339860e-13 7.5590142814e-12 0.0000000000e+00 8.1734732743e-13 1.8409854803e-13 8.2284338695e-16
 247 7.5813406546e-10 2.6914660354e-13 7.7876648840e-12 0.0000000000e+00 8.0718414211e-13 1.8180967880e-13 8.6019005200e-16
 248 7.5592458909e-10 2.7877964526e-13 8.0153937902e-12 0.0000000000e+00 7.9718361680e-13 1.7954676270e-13 8.9720626602e-16
 249 7.5363334174e-10 2.8870445559e-13 8.2420928899e-12 0.0000000000e+00 7.8734215665e-13 1.7731467217e-13 9.3347627216e-16
 250 7.5126103603e-10 2.9892290995e-13 8.4676523343e-12 0.0000000000e+00 7.7765586641e-13 1.7511840073e-13 9.6857135730e-16
 251 7.4880841710e-10 3.0943682646e-13 8.6919605258e-12 0.0000000000e+00 7.6812054659e-13 1.7296306411e-13 1.0020497241e-15
 252 7.4627644398e-10 3.2024782178e-13 8.9149080030e-12 0.0000000000e+00 7.5873224844e-13 1.7085241043e-13 1.0335701931e-15
 253 7.4366684483e-10 3.3135687112e-13 9.1363993608e-12 0.0000000000e+00 7.4948898198e-13 1.6878425423e-13 1.0632407905e-15
 254 7.4098159405e-10 3.4276472128e-13 9.3563419936e-12 0.0000000000e+00 7.4038909839e-13 1.6675478300e-13 1.0912898764e-15
 255 7.3822273456e-10 3.5447203058e-13 9.5746422599e-12 0.0000000000e+00 7.3143073735e-13 1.6476002272e-13 1.1179541964e-15
 256 7.3539237849e-10 3.6647936769e-13 9.7912054797e-12 0.0000000000e+00 7.2261182431e-13 1.6279583613e-13 1.1434789687e-15
 257 7.3249270772e-10 3.7878721047e-13 1.0005935932e-11 0.0000000000e+00 7.1393006767e-13 1.6085792094e-13 1.1681179701e-15
 258 7.2952597453e-10 3.9139594482e-13 1.0218736853e-11 0.0000000000e+00 7.0538295613e-13 1.5894180810e-13 1.1921336227e-15
 259 7.2649450219e-10 4.0430586355e-13 1.0429510431e-11 0.0000000000e+00 6.9696775586e-13 1.5704286006e-13 1.2157970796e-15
 260 7.2340068558e-10 4.1751716519e-13 1.0638157808e-11 0.0000000000e+00 6.8868150783e-13 1.5515626899e-13 1.2393883120e-15
 261 7.2024699179e-10 4.3102995287e-13 1.0844579074e-11 0.0000000000e+00 6.8052102500e-13 1.5327705505e-13 1.2631961951e-15
 262 7.1703596077e-10 4.4484423314e-13 1.1048673264e-11 0.0000000000e+00 6.7248288961e-13 1.5140006462e-13 1.2875185942e-15
 263 7.1376976355e-10 4.5895965041e-13 1.1250345747e-11 0.0000000000e+00 6.6456390154e-13 1.4952162089e-13 1.3125907331e-15
 264 7.1044884893e-10 4.7337467638e-13 1.1449530826e-11 0.0000000000e+00 6.5676245632e-13 1.4764457971e-13 1.3383657599e-15
 265 7.0707322371e-10 4.8808737384e-13 1.1646170375e-11 0.0000000000e+00 6.4907723744e-13 1.4577354797e-13 1.3647222990e-15
 266 7.0364288815e-10 5.0309565552e-13 1.1840206566e-11 0.0000000000e+00 6.4150677012e-13 1.4391325732e-13 1.3915350480e-15
 267 7.0015783584e-10 5.1839728244e-13 1.2031581887e-11 0.0000000000e+00 6.3404941931e-13 1.4206856534e-13 1.4186747393e-15
 268 6.9661805350e-10 5.3398986233e-13 1.2220239148e-11 0.0000000000e+00 6.2670338776e-13 1.4024445655e-13 1.4460081036e-15
 269 6.9302352090e-10 5.4987084801e-13 1.2406121492e-11 0.0000000000e+00 6.1946671403e-13 1.3844604360e-13 1.4733978311e-15
 270 6.8937421064e-10 5.6603753578e-13 1.2589172404e-11 0.0000000000e+00 6.1233727052e-13 1.3667856833e-13 1.5007025349e-15
 271 6.8567008803e-10 5.8248706380e-13 1.2769335725e-11 0.0000000000e+00 6.0531276154e-13 1.3494740288e-13 1.5277767127e-15
 272 6.8191111092e-10 5.9921641051e-13 1.2946555659e-11 0.0000000000e+00 5.9839072128e-13 1.3325805078e-13 1.5544707096e-15
 273 6.7809722956e-10 6.1622239298e-13 1.3120776782e-11 0.0000000000e+00 5.9156851192e-13 1.3161614808e-13 1.5806306803e-15
 274 6.7422866658e-10 6.3350192759e-13 1.3291932659e-11 0.0000000000e+00 5.8484366808e-13 1.3002558965e-13 1.6061142113e-15
 275 6.7030677357e-10 6.5105283044e-13 1.3459910989e-11 0.0000000000e+00 5.7821495448e-13 1.2848279639e-13 1.6308381766e-15
 276 6.6633321939e-10 6.6887305600e-13 1.3624586640e-11 0.0000000000e+00 5.7168136026e-13 1.2698214785e-13 1.6547333328e-15
 277 6.6230971436e-10 6.8696043747e-13 1.3785832872e-11 0.0000000000e+00 5.6524175610e-13 1.2551782785e-13 1.6777288737e-15
 278 6.5823801057e-10 7.0531268560e-13 1.3943521330e-11 0.0000000000e+00 5.5889489284e-13 1.2408382265e-13 1.6997524182e-15
 279 6.5411990220e-10 7.2392738749e-13 1.4097522036e-11 0.0000000000e+00 5.5263940003e-13 1.2267391907e-13 1.7207299969e-15
 280 6.4995722575e-10 7.4280200541e-13 1.4247703383e-11 0.0000000000e+00 5.4647378456e-13 1.2128170257e-13 1.7405860402e-15
 281 6.4575186038e-10 7.6193387560e-13 1.4393932122e-11 0.0000000000e+00 5.4039642921e-13 1.1990055539e-13 1.7592433650e-15
 282 6.4150572819e-10 7.8132020705e-13 1.4536073361e-11 0.0000000000e+00 5.3440559123e-13 1.1852365468e-13 1.7766231625e-15
 283 6.3722079451e-10 8.0095808037e-13 1.4673990549e-11 0.0000000000e+00 5.2849940099e-13 1.1714397059e-13 1.7926449851e-15
 284 6.3289906818e-10 8.2084444653e-13 1.4807545477e-11 0.0000000000e+00 5.2267586047e-13 1.1575426440e-13 1.8072267341e-15
 285 6.2854260188e-10 8.4097612572e-13 1.4936598262e-11 0.0000000000e+00 5.1693284193e-13 1.1434708664e-13 1.8202846470e-15
 286 6.2415335006e-10 8.6134948325e-13 1.5061027993e-11 0.0000000000e+00 5.1126836680e-13 1.1291680632e-13 1.8317981168e-15
 287 6.1973273440e-10 8.8195944173e-13 1.5180795821e-11 0.0000000000e+00 5.0568146107e-13 1.1146581592e-13 1.8420078039e-15
 288 6.1528205696e-10 9.0280041660e-13 1.5295885038e-11 0.0000000000e+00 5.0017134040e-13 1.0999863645e-13 1.8512275158e-15
 289 6.1080264061e-10 9.2386663292e-13 1.5406280744e-11 0.0000000000e+00 4.9473713265e-13 1.0851991567e-13 1.8597803592e-15
 290 6.0629582911e-10 9.4515212363e-13 1.5511969867e-11 0.0000000000e+00 4.8937787692e-13 1.0703442920e-13 1.8679988219e-15
 291 6.0176298722e-10 9.6665072796e-13 1.5612941185e-11 0.0000000000e+00 4.8409252251e-13 1.0554708157e-13 1.8762248551e-15
 292 5.9720550072e-10 9.8835608970e-13 1.5709185347e-11 0.0000000000e+00 4.7887992793e-13 1.0406290735e-13 1.8848099553e-15
 293 5.9262477658e-10 1.0102616556e-12 1.5800694899e-11 0.0000000000e+00 4.7373885987e-13 1.0258707219e-13 1.8941152465e-15
 294 5.8802224297e-10 1.0323606736e-12 1.5887464303e-11 0.0000000000e+00 4.6866799224e-13 1.0112487398e-13 1.9045115624e-15
 295 5.8339934938e-10 1.0546461913e-12 1.5969489959e-11 0.0000000000e+00 4.6366590514e-13 9.9681743826e-14 1.9163795283e-15
 296 5.7875756671e-10 1.0771110542e-12 1.6046770232e-11 0.0000000000e+00 4.5873108386e-13 9.8263247251e-14 1.9301096436e-15
 297 5.7409838733e-10 1.0997479042e-12 1.6119305467e-11 0.0000000000e+00 4.5386191785e-13 9.6875085211e-14 1.9461023635e-15
 298 5.6942330200e-10 1.1225493982e-12 1.6187091122e-11 0.0000000000e+00 4.4905691049e-13 9.5521860181e-14 1.9646318962e-15
 299 5.6473372923e-10 1.1455088807e-12 1.6250096729e-11 0.0000000000e+00 4.4431532145e-13 9.4203305864e-14 1.9854301120e-15
 300 5.6003108264e-10 1.1686197410e-12 1.6308285951e-11 0.0000000000e+00 4.3963655352e-13 9.2917876555e-14 2.0080825935e-15
 301 5.5531679390e-10 1.1918751937e-12 1.6361623401e-11 0.0000000000e+00 4.3501994400e-13 9.1663965089e-14 2.0321629986e-15
 302 5.5059231276e-10 1.2152682778e-12 1.6410074657e-11 0.0000000000e+00 4.3046476398e-13 9.0439902269e-14 2.0572329593e-15
 303 5.4585910715e-10 1.2387918551e-12 1.6453606267e-11 0.0000000000e+00 4.2597021762e-13 8.9243956285e-14 2.0828419800e-15
 304 5.4111866318e-10 1.2624386087e-12 1.6492185771e-11 0.0000000000e+00 4.2153544140e-13 8.8074332142e-14 2.1085273367e-15
 305 5.3637248522e-10 1.2862010421e-12 1.6525781710e-11 0.0000000000e+00 4.1715950346e-13 8.6929171080e-14 2.1338139748e-15
 306 5.3162209595e-10 1.3100714773e-12 1.6554363637e-11 0.0000000000e+00 4.1284140280e-13 8.5806550001e-14 2.1582144083e-15
 307 5.2686903641e-10 1.3340420538e-12 1.6577902135e-11 0.0000000000e+00 4.0858006864e-13 8.4704480888e-14 2.1812286179e-15
 308 5.2211486606e-10 1.3581047270e-12 1.6596368824e-11 0.0000000000e+00 4.0437435965e-13 8.3620910232e-14 2.2023439498e-15
 309 5.1736116281e-10 1.3822512669e-12 1.6609736381e-11 0.0000000000e+00 4.0022306325e-13 8.2553718456e-14 2.2210350144e-15
 310 5.1260952311e-10 1.4064732570e-12 1.6617978547e-11 0.0000000000e+00 3.9612489487e-13 8.1500719335e-14 2.2367635844e-15
 311 5.0786149918e-10 1.4307623986e-12 1.6621068089e-11 0.0000000000e+00 3.9207866444e-13 8.0460015618e-14 2.2491287379e-15
 312 5.0311840746e-10 1.4551114440e-12 1.6618970555e-11 0.0000000000e+00 3.8808378589e-13 7.9431085352e-14 2.2583252183e-15
 313 4.9838151136e-10 1.4795133040e-12 1.6611650252e-11 0.0000000000e+00 3.8413978992e-13 7.8413744999e-14 2.2647062111e-15
 314 4.9365208322e-10 1.5039607453e-12 1.6599072288e-11 0.0000000000e+00 3.8024615850e-13 7.7407797658e-14 2.2686351078e-15
 315 4.8893140427e-10 1.5284463891e-12 1.6581202577e-11 0.0000000000e+00 3.7640232429e-13 7.6413032934e-14 2.2704855900e-15
 316 4.8422076466e-10 1.5529627100e-12 1.6558007853e-11 0.0000000000e+00 3.7260767019e-13 7.5429226800e-14 2.2706417136e-15
 317 4.7952146337e-10 1.5775020355e-12 1.6529455678e-11 0.0000000000e+00 3.6886152878e-13 7.4456141462e-14 2.2694979939e-15
 318 4.7483480821e-10 1.6020565446e-12 1.6495514454e-11 0.0000000000e+00 3.6516318183e-13 7.3493525222e-14 2.2674594891e-15
 319 4.7016211582e-10 1.6266182669e-12 1.6456153434e-11 0.0000000000e+00 3.6151185976e-13 7.2541112342e-14 2.2649418851e-15
 320 4.6550471160e-10 1.6511790817e-12 1.6411342732e-11 0.0000000000e+00 3.5790674117e-13 7.1598622910e-14 2.2623715801e-15
 321 4.6086392973e-10 1.6757307169e-12 1.6361053332e-11 0.0000000000e+00 3.5434695229e-13 7.0665762703e-14 2.2601857684e-15
 322 4.5624111310e-10 1.7002647480e-12 1.6305257099e-11 0.0000000000e+00 3.5083156648e-13 6.9742223050e-14 2.2588325253e-15
 323 4.5163761334e-10 1.7247725975e-12 1.6243926791e-11 0.0000000000e+00 3.4735960372e-13 6.8827680696e-14 2.2587708911e-15
 324 4.4705476348e-10 1.7492453300e-12 1.6177052433e-11 0.0000000000e+00 3.4393015407e-13 6.7921816367e-14 2.2603548572e-15
 325 4.4249379482e-10 1.7736730313e-12 1.6104691232e-11 0.0000000000e+00 3.4054275526e-13 6.7024371644e-14 2.2634794203e-15
 326 4.3795591631e-10 1.7980454001e-12 1.6026919913e-11 0.0000000000e+00 3.3719703099e-13 6.6135094368e-14 2.2679188707e-15
 327 4.3344234143e-10 1.8223519473e-12 1.5943818585e-11 0.0000000000e+00 3.3389256808e-13 6.5253720048e-14 2.2734414165e-15
 328 4.2895428812e-10 1.8465819949e-12 1.5855470773e-11 0.0000000000e+00 3.3062891613e-13 6.4379971756e-14 2.2798091354e-15
 329 4.2449297877e-10 1.8707246745e-12 1.5761963441e-11 0.0000000000e+00 3.2740558708e-13 6.3513560003e-14 2.2867779266e-15
 330 4.2005964011e-10 1.8947689266e-12 1.5663387027e-11 0.0000000000e+00 3.2422205491e-13 6.2654182634e-14 2.2940974636e-15
 331 4.1565550316e-10 1.9187034990e-12 1.5559835470e-11 0.0000000000e+00 3.2107775523e-13 6.1801524704e-14 2.3015111455e-15
 332 4.1128180323e-10 1.9425169456e-12 1.5451406237e-11 0.0000000000e+00 3.1797208493e-13 6.0955258370e-14 2.3087560495e-15
 333 4.0693977978e-10 1.9661976255e-12 1.5338200355e-11 0.0000000000e+00 3.1490440177e-13 6.0115042774e-14 2.3155628827e-15
 334 4.0263067644e-10 1.9897337011e-12 1.5220322439e-11 0.0000000000e+00 3.1187402404e-13 5.9280523929e-14 2.3216559345e-15
 335 3.9835574091e-10 2.0131131379e-12 1.5097880722e-11 0.0000000000e+00 3.0888023021e-13 5.8451334601e-14 2.3267530283e-15
 336 3.9411622492e-10 2.0363237022e-12 1.4970987082e-11 0.0000000000e+00 3.0592225847e-13 5.7627094201e-14 2.3305654740e-15
 337 3.8991338417e-10 2.0593529605e-12 1.4839757074e-11 0.0000000000e+00 3.0299930646e-13 5.6807408665e-14 2.3327980196e-15
 338 3.8574841128e-10 2.0821891438e-12 1.4704292648e-11 0.0000000000e+00 3.0011063564e-13 5.5992026256e-14 2.3332311200e-15
 339 3.8162223159e-10 2.1048237836e-12 1.4564629447e-11 0.0000000000e+00 2.9725589022e-13 5.5181312573e-14 2.3319717346e-15
 340 3.7753569850e-10 2.1272491861e-12 1.4420787308e-11 0.0000000000e+00 2.9443479120e-13 5.4375795686e-14 2.3292131884e-15
 341 3.7348965954e-10 2.1494575771e-12 1.4272787376e-11 0.0000000000e+00 2.9164703254e-13 5.3576012101e-14 2.3251538636e-15
 342 3.6948495626e-10 2.1714411015e-12 1.4120652115e-11 0.0000000000e+00 2.8889228086e-13 5.2782506813e-14 2.3199972378e-15
 343 3.6552242409e-10 2.1931918228e-12 1.3964405324e-11 0.0000000000e+00 2.8617017524e-13 5.1995833351e-14 2.3139519223e-15
 344 3.6160289221e-10 2.2147017230e-12 1.3804072137e-11 0.0000000000e+00 2.8348032689e-13 5.1216553830e-14 2.3072317006e-15
 345 3.5772718344e-10 2.2359627023e-12 1.3639679047e-11 0.0000000000e+00 2.8082231895e-13 5.0445238996e-14 2.3000555663e-15
 346 3.5389611412e-10 2.2569665785e-12 1.3471253907e-11 0.0000000000e+00 2.7819570618e-13 4.9682468278e-14 2.2926477619e-15
 347 3.5011049394e-10 2.2777050870e-12 1.3298825945e-11 0.0000000000e+00 2.7560001473e-13 4.8928829836e-14 2.2852378163e-15
 348 3.4637112587e-10 2.2981698804e-12 1.3122425776e-11 0.0000000000e+00 2.7303474186e-13 4.8184920608e-14 2.2780605839e-15
 349 3.4267880601e-10 2.3183525283e-12 1.2942085410e-11 0.0000000000e+00 2.7049935567e-13 4.7451346358e-14 2.2713562825e-15
 350 3.3903432343e-10 2.3382445165e-12 1.2757838265e-11 0.0000000000e+00 2.6799329486e-13 4.6728721731e-14 2.2653705314e-15
 351 3.3543846013e-10 2.3578372473e-12 1.2569719178e-11 0.0000000000e+00 2.6551596846e-13 4.6017670292e-14 2.2603543900e-15
 352 3.3189199081e-10 2.3771220388e-12 1.2377764416e-11 0.0000000000e+00 2.6306675555e-13 4.5318824583e-14 2.2565643961e-15
 353 3.2839567777e-10 2.3960902084e-12 1.2182020356e-11 0.0000000000e+00 2.6064508566e-13 4.4632639843e-14 2.2541916826e-15
 354 3.2495025531e-10 2.4147333263e-12 1.1982569909e-11 0.0000000000e+00 2.5825068401e-13 4.3958826647e-14 2.2531460389e-15
 355 3.2155644440e-10 2.4330429717e-12 1.1779507204e-11 0.0000000000e+00 2.5588333583e-13 4.3296895064e-14 2.2532630558e-15
 356 3.1821495759e-10 2.4510106501e-12 1.1572929034e-11 0.0000000000e+00 2.5354280642e-13 4.2646338743e-14 2.2543742162e-15
 357 3.1492649883e-10 2.4686277926e-12 1.1362934875e-11 0.0000000000e+00 2.5122884098e-13 4.2006634784e-14 2.2563068658e-15
 358 3.1169176337e-10 2.4858857562e-12 1.1149626906e-11 0.0000000000e+00 2.4894116444e-13 4.1377243610e-14 2.2588841829e-15
 359 3.0851143761e-10 2.5027758233e-12 1.0933110030e-11 0.0000000000e+00 2.4667948125e-13 4.0757608835e-14 2.2619251487e-15
 360 3.0538619898e-10 2.5192892014e-12 1.0713491890e-11 0.0000000000e+00 2.4444347521e-13 4.0147157134e-14 2.2652445175e-15
 361 3.0231671583e-10 2.5354170230e-12 1.0490882890e-11 0.0000000000e+00 2.4223280929e-13 3.9545298113e-14 2.2686527867e-15
